Date,Open,High,Low,Close,Volume
2008-08-06,108.89,108.89,108.85,108.88,110539
2008-08-07,108.85,108.92,108.85,108.91,133655
2008-08-08,108.92,108.92,108.88,108.9,119582
2008-08-11,108.84,108.9,108.84,108.88,179024
2008-08-12,108.9,108.9,108.87,108.9,112516
2008-08-13,108.93,108.93,108.89,108.9,136320
2008-08-14,108.92,108.92,108.89,108.91,76860
2008-08-15,108.93,108.94,108.9,108.93,81265
2008-08-18,108.93,108.94,108.88,108.89,120895
2008-08-19,108.9,108.95,108.9,108.94,101274
2008-08-20,108.97,109.0,108.93,109.0,112816
2008-08-21,109.0,109.0,108.94,108.98,102706
2008-08-22,108.98,108.99,108.95,108.98,87595
2008-08-25,109.01,109.01,108.95,109.0,93464
2008-08-26,109.0,109.0,108.94,109.0,138097
2008-08-27,109.04,109.07,108.99,109.03,2315526
2008-08-28,109.02,109.03,108.99,109.02,143633
2008-08-29,108.97,109.02,108.97,109.02,196889
2008-09-02,108.83,108.91,108.76,108.87,646595
2008-09-03,108.89,108.9,108.86,108.89,156900
2008-09-04,108.89,108.91,108.84,108.91,136208
2008-09-05,108.91,108.92,108.85,108.89,285083
2008-09-08,108.84,108.89,108.84,108.88,106258
2008-09-09,108.88,108.92,108.85,108.91,149626
2008-09-10,108.88,108.94,108.88,108.93,118567
2008-09-11,108.91,108.96,108.91,108.94,139770
2008-09-12,108.97,108.97,108.89,108.96,139323
2008-09-15,109.06,109.14,109.05,109.12,545498
2008-09-16,109.19,109.22,109.09,109.16,449372
2008-09-17,109.31,109.41,109.22,109.41,652947
2008-09-18,109.71,109.71,109.27,109.38,677572
2008-09-19,109.2,109.24,108.98,109.13,1117128
2008-09-22,109.06,109.14,109.0,109.13,262691
2008-09-23,109.13,109.2,109.09,109.19,314362
2008-09-24,109.23,109.29,109.13,109.2,184671
2008-09-25,109.28,109.3,109.18,109.3,327666
2008-09-26,109.18,109.48,109.18,109.27,437507
2008-09-29,109.32,109.39,109.18,109.22,516906
2008-09-30,109.35,109.35,109.17,109.19,1493125
2008-10-01,109.16,109.22,109.1,109.2,364357
